nrCrt,Denumire agent economic,cod unic de inregistrare
2354,SC MIHAI AND MINO SRL,RO38706098
2355,SC MIHAVILEX PREST SRL,RO29387755
2356,SC MIHMAD GRAND MAGAZIN SRL,RO26827215
2357,SC MIKELIS INTERNATIONAL SRL,RO4227953
2358,SC MILCDEEA BAR SRL,40053748
2359,SC MILFOR SRL,RO18807845
2360,SC Milicom SRL,RO1919496
2361,SC MINI MIXT SRL,RO112462
2362,SC MINIMAR ALEX STAR SRL,RO34132880
2363,SC MINIPRET SRL,RO22050905
2364,Sc Minus Srl,RO6669811
2365,SC MIOVIALCON S.R.L,RO29147680
2366,sc miradi sales srl,32388025
2367,SC MIRAS MG SRL,RO11183264
2368,SC MIROV IMPEX SRL,RO12271097
2369,SC MIRUNA PLUS SRL,RO22072717
2370,Sc Mirunamar SRL,RO13272244
2371,SC MIS PETROL SRL,RO15227525
2372,SC MITIONI COM SRL,RO9264936
2373,SC Miuta Prod srl,RO7576249
2374,SC MODI SRL,RO5913828
2375,SC MODIC SRL,RO8308260
2376,SC MOGOSCOM SRL,RO8147610
2377,SC MOLDOPAN CONCEPT SOLUTION SRL,RO34757331
2378,SC MOLK ALEX SRL,RO33839549
2379,SC MONAGRO COM SRL,RO5685240
2380,sc monstef 2001 co srl,RO13699637
2381,SC MORELY SRL,RO189954
2382,sc moto aliza srl,RO29093490
2383,SC MOTOROM SRL,RO14020881
2384,SC MP Daniel Util SRL,RO32221174
2385,SC MSM BLOCK SA,RO232981
2386,SC MSS NISAN SRL,RO28637349
2387,sc munden star srl,RO22272421
2388,SC MUNDO SRL,RO24482950
2389,SC MUVYCOM SRL,RO16147165
2390,SC MYNSTA SRL,RO2994089
2391,SC N&G MARKET GAMA DIVERS SRL,RO33558934
2392,SC N&R&S SRL,RO20807251
2393,SC NANA SRL,RO1064118
2394,SC NAPOCA 15 SRL,RO15137635
2395,SC NAROXAN.SRL,27724161
2396,SC NASTY-KISS SRL,RO5313238
2397,SC NATIMP SRL,RO21027823
2398,SC NAUTILIUS SRL MAHMUDIA,RO7583114
2399,Sc Nec L.M. srl,RO3418114
2400,SC NEGROPONTE SRL,RO16728915
2401,SC NEMIS COM IMPEX SRL,RO3864958
2402,SC Nevalcofor SRL,16511516
2403,SC NEW DRILLS IMPORT EXPORT CONSILTANTA SRL CRAOIVA,27808211
2404,sc new life nt srl,33986469
2405,SC NEXT SHOP LOGISTIC SRL,RO39921833
2406,SC NEXUS COMPANY SRL,RO13741669
2407,SC NICO INSTANT SRL,RO6019061
2408,SC NICO'S CENTURY SRL,RO14949855
2409,SC NICOLE MI SERV SRL,RO6131374
2410,SC Nicoleta Ambrose SRL,RO32871320
2411,SC NICOLI COMEXIM IDEAL SRL,RO30298805
2412,SC NICOLMIT SRL,RO10989636
2413,SC NICOMAX SRL,RO17182896
2414,SC NICUTARI SRL,RO17174028
2415,SC NIDALCOS SHOPPING GOLD SRL,40069353
2416,SC NIKFAB COM SRL,RO4711
2417,SC NIKORVIM PROD 2011 SRL,RO29046200
2418,SC NILVAS SRL,14737755
2419,SC NISAN DRINKS SRL,RO26359360
2420,SC NITA-MARI TRANS SRL,RO22482431
2421,SC NITUDENI MARKET S.R.L.,40863930
2422,SC NIVA POWER SRL,RO18428221
2423,SC NIVA PREST COM SRL,RO13856049
2424,SC NORTON POMP MN SRL,RO9833837
2425,SC NOUL ALEXIM 2009 SRL,RO25126706
2426,SC NOVITA IMPORT EXPORT SRL,RO328246
2427,SC NUC VLAD INVEST SRL,RO17472199
2428,SC NUCUSORUL COM SRL,RO3174923
2429,SC Nufarul Complex SRL,RO64110
2430,sc nufarul elvas srl,RO32049002
2431,SC NUSA SRL,RO2375350
2432,SC OANFRUCTMET SRL,RO18911462
2433,SC OBOR COMEX SRL,2138850
2434,sc octapuff srl,RO36332280
2435,SC OIL FLUID SRL,RO11485017
2436,SC OLD SCHOOL BAR 99 SRL,33017610
2437,SC ONIKATY SRL,RO24572417
2438,SC OPERATIV SERVICE CO PREST SRL,RO5235849
2439,SC OPRI EXPORT-IMPORT SRL,RO13336550
2440,SC ORANGE SRL,RO2737271
2441,SC ORIZONT CONSTRUCT SRL,RO18019707
2442,SC OSMAN SRL,24749668
2443,SC OSMAN SRL,RO24749668
2444,SC OSMI DISTRIBUTION SRL,RO33910452
2445,SC OVERR SRL,RO12466250
2446,SC OVIDIU COMPLEX COMERCIAL SRL,RO233065
2447,SC OVIESSE SRL,RO11441584
2448,SC OZER COMIMPEX SRL,RO5569997
2449,SC OZON COM SRL,RO11143740
2450,SC PACO PROD SERV SRL,RO8017008
2451,SC PALM MIXT,RO5959205
2452,SC PALTINIS SRL,RO742131
2453,SC PAMIRAST SRL,RO9778210
2454,SC PANIF CIORTAN SRL,RO7926840
2455,SC PAREC SRL,RO2069547
2456,sc paris rostar srl,RO2746318
2457,SC PASTRAVUL CONSTRUCT SRL,RO7016497
2458,SC PATY-PATY SRL,RO11444840
2459,SC PAU TURCUS VET-COM SRL,RO32839060
2460,SC PAVMON SRL,RO13407198
2461,sc pecopan serv srl,RO7588286
2462,Sc Pedro construct impex SRL,RO2782795
2463,Sc Pekmar Stil Srl,RO31390108
2464,SC PENTAGON SRL,RO9351536
2465,SC PEOPLE BAR SRL,RO26066025
2466,SC PEPPER DOG SRL,RO35190994
2467,SC PERFECT PRESS LAR SRL,RO35786050
2468,"SC PETER""S & TONIA SRL",29035082
2469,SC Petrimar Oil Com Srl,RO7237200
2470,SC PETROCRIS OFISSI S.R.L.,RO15885962
2471,SC PETROMAR IMPORT EXPORT SRL,RO0172871
2472,SC PETROTRANS MORARESTI SRL,RO7077486
2473,SC PIATRALACT SRL,RO11156138
2474,SC PIERRE DEL MAR SRL,RO22660105
2475,SC PIKE PLACE SRL,RO34116094
2476,SC PINELLA IMPEX SRL,RO0573601
2477,SC PINORIA COM SRL,RO7335453
2478,SC PIO SEMISERV SRL,RO16631300
2479,SC PIPA C.T.V.,RO1609509
2480,SC PIRATII SRL,RO6936374
2481,SC PISLARU SRL,RO1294370
2482,SC PL COM ALIM SRL,RO251509
2483,SC PLANUM SRL,RO13920389
2484,Sc Plavol Com Srl,RO17667530
2485,sc play dani exotic srl,6986658
2486,SC POMADIL COM SRL,RO3846919
2487,SC PORTO SRL,RO15302473
2488,SC PREDA & CO SRL,RO1294494
2489,SC PREDA CEZAR SRL,33458765
2490,SC PREDA LARI SRL,RO30063043
2491,SC PREPAN STAR SRL,9737406
2492,SC PRESCOMAL SRL,RO534297
2493,SC PRESTARI SERVICII SI COMERT SIGNAL SRL,RO6605303
2494,SC PRET FIX S.R.L,RO31657281
2495,SC PRIMAVARA PRESTARI SERVICII SRL,RO3401937
2496,SC PRIMONET RO SRL,RO29972252
2497,SC PRINCE ANDBOG SRL,33952806
2498,SC PRO BIO BUSINESS SRL,RO35112392
2499,SC PRO RADUMAR SRL,RO18454123
2500,SC PROCENT TRADE SRL,RO38894803
2501,SC PROD CYP IMPEX SRL,RO6692989
2502,SC Prodabat SRL,RO7866960
2503,SC PRODARTROM S.R.L.,RO9899114
2504,Sc Productie Daragus Srl,RO542249
2505,SC PROFESIONAL SRL,RO14703280
2506,SC PROFIRAND SRL,RO16062492
2507,SC PRONTO MOBILE SRL,RO28948329
2508,SC PROSECO S.R.L,RO0454244
2509,SC PUCHI ART SRL,36814093
2510,SC PURDA SRL,794874
2511,SC PUSACRIS SRL,RO23281282
2512,SC RA-TI-COM SRL,RO2239390
2513,SC RADEASA SRL,2221121
2514,SC RAF PRODUCTIE SRL,RO6589151
2515,SC RAFI BOG & VLAD SRL,RO0759117
2516,SC RAI IMPEX SRL,RO5906685
2517,SC RAIMAN SRL,RO14870483
2518,SC RAISA PROD SRL,RO14057708
2519,SC RAL&STEF COMERT SRL,RO33909180
2520,SC RALUCA SRL,RO3352800
2521,sc ralymar food srl,RO26139488
2522,Sc rami trading exim srl,RO37631256
2523,SC RAPSODIA COM SRL,RO6525360
2524,SC RARY OIL SRL,RO24091448
2525,SC RAULIN SRL,RO17658753
2526,SC REAL RUB SERV 21 SRL,40715764
2527,SC REALMI SILVIUS SRL,RO32041025
2528,SC REBECOM RETAIL SRL,RO24295693
2529,Sc Rebistocom 2006 srl,RO22621076
2530,SC RECOMEX SRL,RO2478045
2531,SC RECORD CENTER SRL,RO5562689
2532,SC RED CLUB COM SRL,RO12861225
2533,SC REGINA MARKET SRL,RO35193044
2534,SC REINVENT STORE SRL,37332157
2535,Sc Renaflor Impex Srl,RO32513780
2536,SC RESTEDYAN SRL,RO35712680
2537,sc restona srl,12538055
2538,SC RETROMALL SRL,RO33901233
2539,SC RIAMOL TRADING SRL,RO35117993
2540,SC RIANA SERV SRL,RO18086498
2541,SC RIANDAR SRL,27798924
2542,SC RIGHTPLACE ANGELS STORE SRL,39743892
2543,SC Rigidcom Bighi 2008 SRL,RO23799676
2544,SC RIPOSTA COM SRL,8094710
2545,Sc RISTORE srl,RO13786920
2546,SC RIVALY CH SRL,RO1767380
2547,SC RODEXIM MARA SRL,36916743
2548,SC RODICA COM IMPEX SRL,RO13669539
2549,SC ROM CLEAN SRL,RO17702085
2550,SC ROM SEP SRL,RO33830
2551,SC ROM STAR SRL,RO7056351
2552,SC ROMAGRIA SRL BACAU,RO975170
2553,SC ROMARIA COMALIMENT SRL,RO13184258
2554,SC ROMCLASIF SRL,RO23148147
2555,sc romgama srl,RO16289216
2556,SC ROMINE COMERT IMPORT EXPORT SRL,RO2521595
2557,SC ROMIRO SRL,RO17526949
2558,SC ROMVEGA IMPEX SRL CRAIOVA,RO7992550
2559,SC ROSU I & G SRL,RO10594440
2560,SC ROTSTAR PETROL SRL,RO27749476
2561,SC ROX FAVORIT PROD SRL,RO9227237
2562,SC ROYAL AMEX SRL,RO30888890
2563,SC RRR 30 IMPEX SRL,33955632
2564,SC RT CARD SRL,RO18275446
2565,SC RUSOIL SRL,RO6192886
2566,SC S&F COMPANY SRL,RO23524381
2567,SC SABINEX SRL,RO17155336
2568,SC SABMICOR SRL,RO25280070
2569,SC SABRINA COM S.R.L,11093730
2570,SC SACOMA IMPEX SRL,RO3147414
2571,SC SADY COM SRL,RO6319670
2572,SC SALAUTA CONSTRUCT SRL,RO36155286
2573,sc salom com srl,8210164
2574,SC SAMSI COMIMPEX SRL,RO0254122
2575,SC SANDCOIMPEX SRL,RO2887139
2576,SC SANDEL COM SRL,RO5432263
2577,SC SANMOL SRL,RO29363098
2578,SC SANSA COM SRL,RO6690678
2579,SC SARDONICS SRL,RO5237025
2580,SC SAUDIA COM IMPEX SRL,RO6275523
2581,SC SAVAS SRL,RO6773099
2582,SC SAVCOM SRL,RO8319871
2583,SC SAVIO 2005 SRL,17660729
2584,SC SCANIA FAGET SRL,3112122
2585,SC SCORPION SA,RO2394254
2586,SC SECEZOL SRL,7663973
2587,SC SELECT SRL,RO2375422
2588,SC SELF CONFORT IMPORT EXPORT SRL,RO2872782
2589,SC SELIDA GAS SRL,RO29972503
2590,SC SELTREND SRL,RO17543001
2591,SC SEMMAX SRL,16823810
2592,SC SER TRANS SRL,18335289
2593,SC SERCOTIN SRL,5894181
2594,SC SEREEL PROD SRL,RO4325935
2595,SC SERVICII SI IMPORT AUTEX SRL,RO558083
2596,SC SERVOPEC SRL,RO8353423
2597,sc seven eleven srl,RO8987978
2598,SC SHERIF COM SRL,RO421476
2599,sc shop abc srl,RO18557676
2600,SC SIA ALTSALT HOLDING SRL,40567013
2601,SC SIEL IMPEX SRL,RO3561245
2602,SC SIFON TRANS COM SRL,RO8872730
2603,SC SILMAR 2000 ELECTROCASNICE SRL,RO12582204
2604,SC SIMAS COM SRL,16764829
2605,Sc Simba Invest Srl,RO9459059
2606,SC SIMONA COM SRL,RO10323424
2607,SC SKIPPER IMPEX SRL,413589
2608,SC SMALL SRL,RO14924109
2609,sc smv com srl,RO31039434
2610,SC SOLENOID SRL,RO30716126
2611,SC SOLEX-COM SRL,RO9328193
2612,SC SOMAR SRL,RO6261404
2613,SC SONIK HAPPY STORE SRL,37371520
2614,sc SORFED srl,RO14782020
2615,SC SORIMAR TRADING SRL,RO3243560
2616,SC SORIN TUNNING SRL,27646152
2617,SC SORINIKO COM PROD SRL,RO16708888
2618,SC SOVAN SRL,RO11536820
2619,SC SPARTAN TRADE SRL,RO4099129
2620,SC SPIELMANN COM,RO5858510
2621,SC SPILI MAGAZIN SRL,RO35125180
2622,SC SPONTAN GROUP SRL,RO13553681
2623,SC STACO SRL,RO1718417
2624,SC STAN STORE PROJECT SRL,RO29591118
2625,SC STANDARD DIMANCEA SRL,3410978
2626,SC STANDARD SRL,RO780410
2627,SC STAR POP SRL,RO15040615
2628,SC STEFAN SRL,RO1642394
2629,SC STEFMAD SRL,RO16723659
2630,SC STEFY&FLY GROUP SRL,RO31151763
2631,Sc Stela Impex srl,RO2987243
2632,SC STELIRI COM SRL,RO19014287
2633,SC STIBINA SRL,RO773464
2634,SC STINGO SRL,RO10249131
2635,SC STOICA PROD COM SRL,9499045
2636,SC STRATEX IMPEX SRL,RO5379968
2637,SC STRATEX SRL,RO7817703
2638,SC STRUGURELUL SRL,RO4796487
2639,SC SUD OIL SRL,RO16252403
2640,SC SUDICOR SRL,RO15805092
2641,SC SUN VALEDO COMMERCE SRL,RO10173785
2642,SC SUPER FAST FOOD SRL,RO22349410
2643,SC SUPER MAGAZIN TRANSILVANIA SRL,RO24381336
2644,SC SUPER PROD - COM SRL,RO151607
2645,SC SUPER SPLENDID SRL - RESTAURANT,RO22042589
2646,SC SUPER STAR OIL SRL,RO10581768
2647,SC SUSANU MARKET SRL,39473640
2648,SC SYLCODOR SRL,RO16400453
2649,SC SYLY COM SRL,38588502
2650,SC SZIAD MOL SRL,RO30764573
2651,SC TABAC XPRESS SRL,RO34626921
2652,SC TABACCO DI SRL,RO17046541
2653,SC TALASMAN SRL,15918563
2654,SC TALY COM SRL,RO5810326
2655,SC TAM RIGIPS SRL,RO16445340
2656,SC Tamara Avantaj Tour SRL,RO37140275
2657,Sc tamise com srl,RO4923165
2658,SC TARITA SRL,RO2693663
2659,SC TAVI SRL,RO715013
2660,SC TBS WOOD&COAL SRL,RO35849077
2661,SC TECHNOLOGY CONSTRUCT SRL,RO30575191
2662,SC TEGEGO COM SRL,9893154
2663,SC TEHNOCHIM SRL,RO1486112
2664,SC TEO BESTRADE SRL,RO30716088
2665,Sc Teo Flora srl,RO1689893
2666,SC TEO SHOP ANDU SRL,39050594
2667,sc TEONA HAPPY MARKET srl,RO35409629
2668,SC TERRAN PLUS SRL,RO24111596
2669,SC TEST COM SRL,RO3561679
2670,SC TGT DIVERS COM SRL,RO32017760
2671,SC TGT PROD SRL,RO22166854
2672,SC THOR PROD SRL,RO9859861
2673,SC TIGRIS SRL,RO6872688
2674,SC TIP PROD SRL,RO14270128
2675,SC TIPO TRIB SRL SIBIU,RO793585
2676,sc tisa com srl,RO7477407
2677,SC TITI IMOTIM SRL,RO5370012
2678,SC TIVO COM SRL,RO8889597
2679,SC TOADER COM ROM SRL,RO18627640
2680,SC TOAMNA SRL,RO6416576
2681,SC TOMEK CARPET COMPANY SRL,RO13115819
2682,SC TOMESCU_KALLOS IMPORT EXPORT SNC,2890940
2683,SC TOMOANA &ION MARKET SRL,RO35106803
2684,sc top class events solutions srl,32647332
2685,SC TOP TOREX SRL,RO18876241
2686,sc tornada exim srl,RO15381116
2687,SC TORY GMS SRL,RO15946202
2688,SC TOS SRL,RO7170991
2689,sc total micromarket srl,RO29021583
2690,SC TOTAL PLANT SRL,RO22956985
2691,SC TOTAL SIB SRL,RO27431587
2692,SC TRANS BAR SRL,RO477612
2693,SC TRANSEURO SRL,RO1753287
2694,SC TRANSMAR SA,RO90372
2695,SC TREFAS TRANS SRL,RO15966439
2696,Sc Trifoiul srl,16435575
2697,SC TRIINVEST COM SRL,RO7155584
2698,SC TRIPURSUNDRA SRL,RO15632340
2699,SC TRISTAR SRL,RO8708682
2700,SC TROFEUS SRL,RO1768520
2701,SC TROTUS TRANS SRL,RO6203691
2702,SC TRUCKTRONIC SRL,RO18019502
2703,SC TSP GRUP ETALON SRL,RO23862552
2704,SC TUDEA EURO SHOP SRL,RO27168252
2705,SC TUDORELA COM SRL,RO9150249
2706,SC TUSSILAGRO TECH SRL,RO37060664
2707,SC Twelve Stars SRL,36958994
2708,SC TYHEA MARKET S.R.L.,RO35168458
2709,SC UNGUREANUCONSTANTINA SNC,6661761
2710,SC UNIC FAUR SRL,RO2748459
2711,SC UNIVERSAL LE BIG SRL,RO12570196
2712,SC UNIVERSUM COM SRL,RO2085232
2713,SC URSULESCU SRL,RO1830789
2714,SC UTAOVI IMPEX SRL,RO21583543
2715,SC UVICOM SRL,RO4820682
2716,SC VACANTA TUR COMERT SRL,RO39505831
2717,SC VALAHIA IMPEX SRL,RO2838080
2718,SC VALDI & CO SRL,RO7094045
2719,SC VALENTIN ACTUAL SRL,RO17828629
2720,sc valery abc srl,RO6096161
2721,SC VALIR NEK SRL,RO35636540
2722,SC VANDISSE OIL SRL,RO35125660
2723,SC VASGA CI SRL,RO6790677
2724,SC VASILIADA MARKET SRL,28312215
2725,SC VASILIU ILVEANCA SRL,RO15272712
2726,SC VASILONI SRL,RO5815293
2727,SC VASIMAR CRIS 2003 SRL,RO36204265
2728,SC VASIMAR SRL,RO15415391
2729,SC Vasmiocom SRL,RO8969505
2730,SC VATICIP ADY SRL,RO8818081
2731,SC VELNET SRL,RO16136026
2732,SC VEMAG IMPEX COM SRL,RO342313
2733,SC VENUS TRADING SRL,RO15925439
2734,SC VERES & MARY SRL,RO25984505
2735,SC VERGI SRL,RO1539179
2736,SC VERNA SRL,RO14099541
2737,SC VIAD SERV,RO7549490
2738,SC Viana Petrimaris SRL,RO17065098
2739,SC VICCOMGRUP SRL,RO31499084
2740,SC VIDAM SRL,RO23483460
2741,SC VIDEBOR SRL,RO34267429
2742,SC VIKY FAMILY SRL,RO28059148
2743,SC VILERAL INVEST SRL,RO29379817
2744,SC VIMALIS PREST SRL,RO18132900
2745,SC VIMAS IRIS SRL,34119481
2746,SC VINCOM DISTRIBUTION SRL,RO14853032
2747,SC VIODO COM SRL,RO5554830
2748,sc vioela mag srl,RO15139040
2749,Sc Vioflor Serv Srl,32513748
2750,SC Viorel SRL,RO1934640
2751,SC VISAL SRL,RO23707427
2752,SC VISAN EXIM SRL,RO394738
2753,SC VISAVAL SRL,RO16136492
2754,SC VISSMA MV SRL,RO31990161
2755,SC VIV IULICRIS SRL,RO26335514
2756,SC VIVIPET SRL,18491148
2757,SC VLADEXIM SRL,RO778941
2758,SC VLADEXIM-TRANS SRL,RO18946274
2759,SC VLADIMON SRL,RO828403
2760,SC VLALEX TRADING SRL,RO15341715
2761,SC YENI ANASTASY SRL,RO28968423
2762,SC YORAZAMA SRL,RO37724932
2763,SC YOUNG STYLE SRL,RO12150265
2764,SC ZAHNICOL SRL,RO36187830
2765,SC ZECHE OVIDIU MARKET SRL,RO37262167
2766,SC ZIMOL SRL,RO16118348
2767,SC ZINVAS CAR SRL,RO15667399
2768,SC ZOLD ARANY SRL,4466470
2769,SC ZOLTAM MULTILEVEL SRL,RO29937590
2770,SC ZRM FOOD SERVICES SRL,RO40048741
2771,SC''FINAS  COM''SRL,RO16099696
2772,SC>INTERTOUR TRANSIT SRL,17988085
2773,SC.  REDAL   FOREVER   S.R.L.,RO7549090
2774,Sc. 999 Articole S.r.l,RO215537438
2775,SC. AFRODITA S.R.L.,1973533
2776,SC. CRIS MAR TRADE SRL,RO6113378
2777,SC. Cronstadt Riteil Perform SRL,RO30350865
2778,SC. Domenii Minimarket Srl,RO23308655
2779,SC. EGO GRUP SRL,RO3676075
2780,SC. ELISASIM MARKET SRL,40648630
2781,SC. EMMA 2000 SRL,RO4444910
2782,SC. Erleon SRL,RO16072674
2783,SC. FILPRICOM SRL,RO4894329
2784,Sc. Generola srl.,RO15969699
2785,SC. GEO-CON S.R.L,RO7496000
2786,sc. iluniv comprod srl,10176617
2787,SC. LIBRII 2001 IMPEX SRL,6131412
2788,SC. LORDPRODCOM.SRL,RO6703093
2789,SC. MIRELA PRODCOM S.R.L.,RO18989984
2790,SC. MOROAICA SRL,RO5947189
2791,sc. poliran srl,RO5957913
2792,Sc. Ramo Company 2005 SRL,RO16981267
2793,SC. Restaurant Cooper SRL,RO1223400
2794,SC. ROSTIM SRL,RO15337021
2795,SC. ROTANCAM SRL,RO32492351
2796,Sc. Roxytud & Marius Srl.,RO30117321
2797,SC. SEMCO SHOP COM SRL,RO5412843
2798,SC. SF. MARIA. SRl,RO11898625
2799,SC. TICICOM. SRL,RO6236141
2800,SC. VASI SRL.,170528
2801,SC. YDA  AGRO. MARKET SRL,29247417
2802,SC. ZENOVIA ROMGAB SRL,RO35113320
2803,sc.ADM ANDREI srl,33679871
2804,SC.ALINA COMPREST.SRL,RO5687992
2805,SC.BATEA PREST COM.SRL,RO5148742
2806,SC.BERARI.SRL,23525603
2807,Sc.Bliz Pro SRL.,RO15318852
2808,Sc.Ciliboaie.SRL,RO17749380
2809,SC.COTARU COM  PREST SNC,RO5608980
2810,SC.COTE D AZUR IMPEX SRL,RO7772016
2811,SC.CRINOLIN IMPEX SRL,RO4710647
2812,SC.CSP91 SRL,RO14650445
2813,sc.Daniden Divers srl,RO37835132
2814,sc.DENISA srl,RO2409673
2815,SC.DIRIGENT S.R.L,10283966
2816,SC.DOVICOMAR.SRL,RO8987447
2817,SC.DRAGOSTEFI ALIM SRL,34927835
2818,sc.esclucris group srl,28590467
2819,SC.ESTRELLA SRL,RO14085350
2820,SC.EUROSMIN ANINOASA SRL.,RO170536
2821,SC.FAMILY COMERCIAL SRL,RO15779449
2822,SC.GEMENII PRODCOM S.R.L,RO6070080
2823,SC.GEO-VITAL STAR SRL,RO35890238
2824,SC.GRUPVEC SRL,RO17767360
2825,SC.HIDACOM SRL,RO8084635
2826,SC.ILALDENA GROUP SRL,RO36158266
2827,SC.INTERCONT SRL,RO3686
2828,SC.LARY GENICOM COMPLEX SRL,RO36835541
2829,sc.LENCOM MARI s.r.l.,RO15586669
2830,SC.LICRAVAL.SRL,RO21142121
2831,SC.MARCAL GRUP. SRL,RO20104308
2832,SC.MC&ME COMIMPEX SRL,RO8599305
2833,Sc.meduza prodalicom .srl,RO9055921
2834,Sc.Metro Food Com Srl,RO19086380
2835,sc.MICABC IMPEX srl,RO3598244
2836,SC.OK DRAGAN SRL.,RO8608314
2837,SC.PAUN C&N SNC,3661945
2838,SC.PRODI BAR SRL,RO12421321
2839,SC.RECILMET COM SRL,10154287
2840,SC.REVO AFE LAR SRL-D,RO36603479
2841,Sc.Rocris Bar srl,RO4939617
2842,sc.rosemari.tex,RO21888165
2843,SC.SECOM MINA SRL,RO23667
2844,SC.SMARALD SRL,RO15658706
2845,SC.START SERV IMPEX SRL,RO447565
2846,SC.SWAN CLEVER.SRL,RO29445104
2847,SC.TRIONICOL ANGELY S.R.L,7549325
2848,SC.TRY MARKET & PRODUCTION SRL,RO36249887
2849,SC.TULAN 2 CERBI SNC,11256315
2850,Scarlat Veronica,39139986
2851,SCC DE GRAD1 CONSUMCOOP HIRLAU,RO15437837
2852,SCHIMBAS SRL,RO6745927
2853,SDILMAR IMPEX SRL,RO4984774
2854,SEBA INTERNATIONAL,RO9748367
2855,Sebdani,RO21249200
2856,SECA DISTRIBUTION SRL,RO5522510
2857,SELENA BUSINESS GROUP SRL,RO28254882
2858,SELGROS CASH&CARRY S.R.L.,RO11805367
2859,SELIMAN COM S.R.L.,RO16689492
2860,SEMPI SRL,RO4729020
2861,SENEX DUO SRL,RO7001666
2862,SEPA TRADE S.R.L.,RO12596820
2863,Serban Elena,25838089
2864,serbancoste srl,RO10659506
2865,SERGCOM SRL,17195454
2866,SERV DAP S.R.L.,RO6223710
2867,SERVCOM PANA SRL,RO1170607
2868,SERVCOMLUK SRL,RO1651520
2869,SERVCONT SRL,RO6773919
2870,SESAM COM S.R.L.,RO7755015
2871,Sfera Media Press S.R.L,36531941
2872,sgd serban,RO38212485
2873,SHARK GROUP S.R.L.,RO14856497
2874,SIBEL'95 S.R.L.,RO7082393
2875,SIENNA INTERNATIONAL IMPEX SRL,RO6544699
2876,SILDO SREV INVEST SRL,RO31607879
2877,SILVION STOIC IMPORT EXPORT SRL,RO4019014
2878,SIMA SRL,RO6145345
2879,SIMALEX DASIM SRL,30329740
2880,SIMBA TRADE,RO16151832
2881,SIMBHOME SRL,RO16895816
2882,SIMION ASCOM STIL SRL,RO32905024
2883,SIMON C ELENA-DANIELA ÃNTREPRINDERE INDIVIDUALÄ,32269130
2884,SIMOTO TUR SRL,10156318
2885,SIND-SERV ITC SRL,RO15145786
2886,sinkomar aliment,RO30689005
2887,SIOMARPROD SRL,RO34545185
2888,Sipocom Limited S.R.L,RO36461595
2889,SIS STYLE COMPANY,RO12326486
2890,SIVMER MIR S.R.L.,36745872
2891,SLIK IMPEX SRL,RO5882306
2892,SLUJITORU MARIANA-IRINA INTREPRINDERE INDIVIDUALA,RO30964326
2893,SMARDAN NO.9 SRL,RO25902270
2894,SO-NY SRL,RO15604382
2895,SOARE MINIMARKET SRL,RO27344138
2896,SOCIETATE COOPERATIVA DE CONSUM CONSUMCOOP SOMCUTA MARE,RO2233061
2897,SOCIETATE COOPERATIVÄ DE CONSUM TARGU LAPUS,RO2219750
2898,SOCIETATE COOPERATIVA DE CONSUM VERMES,RO9513344
2899,Societatea Comerciala HURMUZACHE  SRL,RO4975202
2900,SOCOM UNIREA SOCIETATE COOPERATIVA,RO2135250
2901,Socorion Com SRL,RO30904286
2902,Sofidav Market,36442852
2903,soimu vasile profira intreprindere familiala,RO14647423
2904,SOMESANA MAG MIXT SRL,40897780
2905,SONIARD GRUP SRL,RO16894365
2906,SOOS ERIKA INTREPRINDERE INDIVIDUALA,26737376
2907,SORESCU CARMEN ELENA INTEPRINDERE INDIVIDUALA,36915101
2908,SORI COM I S.R.L.,2337186
2909,SOROLI OIL SRL,RO6464492
2910,SOTIR JR BUSINESS SRL,RO38896200
2911,SPECIALITY GREEN PRODUCTS SRL,RO36878763
2912,SPECTRUM SRL,RO5973781
2913,SPEDITION TRANSCONTINENTAL,RO10091588
2914,SPEEDDRIVE ATA SRL,36141809
2915,SPINEANU C. DOMNICA INTREPRINDERE INDIVIDUALA,19691810
2916,SPORT PLUS SRL,RO17661112
2917,SPRINGTREST SRL,RO6615099
2918,STAN & SONS STORE SRL,RO36079880
2919,STANCALIE ILEANA I.I,RO32387283
2920,STANCIU M. GHEORGHITA INTREPRINDERE INDIVIDUALA,40920335
2921,STANCUTA SRL,RO15324587
2922,STANESCU M. MIHAI-CATALIN INTREPRINDERE INDIVIDUALA,RO27236357
2923,STAR DANNY IMPEX SRL,RO8147547
2924,STAR MD SRL,RO142170
2925,STAVROS GRUP S.R.L.,RO14449183
2926,STEFAN CODREANU SRL,RO16216346
2927,STEFAN COM S.R.L.,4676065
2928,STEFAN P.M. RODICA I.I.,30475281
2929,STEFANA D. NICULAI INTREPRINDERE INDIVIDUALA,40894791
2930,Stefi aur dinamic SRL,37233633
2931,Stefi I.Aurelia Ramona,24378985
2932,Stephana Concept S.R.L,RO37859280
2933,STEPHANIE & PIERRE SRL,RO33314867
2934,STILCONS IMPEX SRL,15688618
2935,STILID COM,RO6062886
2936,STINGACIU ROLALIM SRL,28373824
2937,STOIAN LENUTA PFA,40878095
2938,STOICA STELUTA INTREPRINDERE INDIVIDUALA,38928590
2939,STORY MADY MARKET,40724240
2940,STURM OLIMPIU INTREPRINDERE INDIVIDUALA,RO30920540
2941,SUBASU CONSTATNTIN-SABIN INTREPRINDERE INDIVIDUALA,RO32265952
2942,SUCCES DEZVOLTARE 1991 SRL,RO33030628
2943,SUCCES NIC COM SRL,RO5762598
